LOCATION,YEAR,BRAND,MODEL,VARIANT,KM_DRIVEN,FUEL,NO_OF_OWNERS,PRICE
Chennai,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"9,375 km",Petrol,1st Owner,"₹4,67,999"
Chennai,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"34,144 km",Petrol,1st Owner,"₹3,81,099"
Chennai,2018,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"36,684 km",Diesel,1st Owner,"₹11,46,299"
Chennai,2016,Mahindra,TUV300 T8,Manual,"51,530 km",Diesel,1st Owner,"₹7,19,099"
Chennai,2016,Maruti,Ertiga ZXI,Manual,"63,605 km",Petrol,1st Owner,"₹6,66,399"
Chennai,2016,Mahindra,Kuv100 K4 D 6 STR,Manual,"39,926 km",Diesel,1st Owner,"₹4,10,199"
Chennai,2018,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"45,311 km",Diesel,1st Owner,"₹11,38,099"
Chennai,2013,Renault,Duster RXZ DIESEL 110,Manual,"79,517 km",Diesel,1st Owner,"₹5,78,799"
Chennai,2015,Nissan,Terrano XV D THP PREMIUM 110 PS,Manual,"1,53,233 km",Diesel,1st Owner,"₹5,05,899"
Chennai,2016,Maruti,Vitara Brezza VDI,Manual,"83,813 km",Diesel,1st Owner,"₹6,25,899"
Chennai,2015,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"97,862 km",Diesel,1st Owner,"₹5,88,299"
Chennai,2015,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"26,260 km",Petrol,2nd Owner,"₹3,39,799"
Chennai,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"7,215 km",Petrol,1st Owner,"₹4,86,199"
Chennai,2014,Honda,Mobilio 1.5 V I DTEC,Manual,"78,595 km",Diesel,1st Owner,"₹4,75,299"
Chennai,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"9,375 km",Petrol,1st Owner,"₹4,67,999"
Chennai,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"34,144 km",Petrol,1st Owner,"₹3,81,099"
Chennai,2018,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"36,684 km",Diesel,1st Owner,"₹11,46,299"
Chennai,2016,Mahindra,TUV300 T8,Manual,"51,530 km",Diesel,1st Owner,"₹7,19,099"
Chennai,2016,Maruti,Ertiga ZXI,Manual,"63,605 km",Petrol,1st Owner,"₹6,66,399"
Chennai,2016,Mahindra,Kuv100 K4 D 6 STR,Manual,"39,926 km",Diesel,1st Owner,"₹4,10,199"
Chennai,2018,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"45,311 km",Diesel,1st Owner,"₹11,38,099"
Chennai,2013,Renault,Duster RXZ DIESEL 110,Manual,"79,517 km",Diesel,1st Owner,"₹5,78,799"
Chennai,2015,Nissan,Terrano XV D THP PREMIUM 110 PS,Manual,"1,53,233 km",Diesel,1st Owner,"₹5,05,899"
Chennai,2016,Maruti,Vitara Brezza VDI,Manual,"83,813 km",Diesel,1st Owner,"₹6,25,899"
Chennai,2015,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"97,862 km",Diesel,1st Owner,"₹5,88,299"
Kolkata,2018,Maruti,Ertiga VXI,Manual,"11,837 km",Petrol,1st Owner,"₹6,85,699"
Kolkata,2016,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"94,944 km",Diesel,1st Owner,"₹6,44,499"
Kolkata,2017,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"50,042 km",Diesel,1st Owner,"₹8,64,899"
Kolkata,2014,Maruti,Ertiga VDI,Manual,"96,226 km",Diesel,1st Owner,"₹5,38,899"
Kolkata,2013,Maruti,Ertiga VDI ABS,Manual,"1,05,573 km",Diesel,2nd Owner,"₹4,97,999"
Kolkata,2016,Mahindra,Kuv100 K8 5 STR,Manual,"39,267 km",Petrol,1st Owner,"₹3,57,499"
Kolkata,2017,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"34,880 km",Diesel,1st Owner,"₹8,93,199"
Kolkata,2015,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"33,976 km",Petrol,1st Owner,"₹5,25,999"
Kolkata,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"3,700 km",Petrol,1st Owner,"₹4,30,999"
Kolkata,2013,Maruti,Ertiga VDI ABS,Manual,"84,813 km",Diesel,2nd Owner,"₹4,43,399"
Kolkata,2018,Maruti,S Cross ALPHA SHVS,Manual,"69,736 km",Diesel,1st Owner,"₹6,66,690"
Kolkata,2016,Mahindra,TUV300 T8,Manual,"52,178 km",Diesel,1st Owner,"₹6,13,399"
Kolkata,2013,Ford,Ecosport 1.5 TREND TDCI,Manual,"65,223 km",Diesel,1st Owner,"₹4,95,799"
Kolkata,2016,Hyundai,Creta 1.6 SX PLUS PETROL,Manual,"45,731 km",Petrol,1st Owner,"₹7,93,899"
Kolkata,2012,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"1,83,297 km",Diesel,1st Owner,"₹5,51,250"
Kolkata,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"8,846 km",Petrol,1st Owner,"₹3,35,199"
Kolkata,2013,Mahindra,XUV500 W8 FWD,Manual,"1,28,644 km",Diesel,1st Owner,"₹5,47,299"
Kolkata,2019,Mahindra,XUV500 W7 FWD,Manual,"10,833 km",Diesel,1st Owner,"₹10,51,500"
Kolkata,2017,Hyundai,Creta 1.6 SX PLUS PETROL,Manual,"34,122 km",Petrol,1st Owner,"₹8,03,499"
Kolkata,2013,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"50,902 km",Petrol,1st Owner,"₹5,56,399"
Kolkata,2015,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"80,887 km",Petrol,1st Owner,"₹2,84,899"
Kolkata,2017,Honda,WR-V 1.2 i-VTEC S MT,Manual,"20,074 km",Petrol,1st Owner,"₹5,01,500"
Kolkata,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"45,660 km",Petrol,1st Owner,"₹4,03,499"
Kolkata,2012,Maruti,Ertiga VDI ABS,Manual,"71,002 km",Diesel,1st Owner,"₹5,07,199"
Kolkata,2016,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"54,938 km",Diesel,1st Owner,"₹6,11,699"
Kolkata,2016,Renault,Duster RXZ DIESEL 110,Manual,"60,615 km",Diesel,1st Owner,"₹5,46,999"
Kolkata,2013,Ford,Ecosport 1.5 AMBIENTE TDCI,Manual,"58,248 km",Diesel,1st Owner,"₹4,36,099"
Kolkata,2014,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"67,781 km",Diesel,1st Owner,"₹7,67,099"
Kolkata,2013,Ford,Ecosport 1.0 ECOBOOST TITANIUM OPT,Manual,"65,692 km",Petrol,1st Owner,"₹4,94,899"
Kolkata,2017,Maruti,Ertiga VXI ABS,Manual,"32,938 km",Petrol,1st Owner,"₹6,77,299"
Kolkata,2019,Renault,TRIBER 1.0 RXZ,Manual,"31,486 km",Petrol,1st Owner,"₹5,12,599"
Kolkata,2014,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"58,943 km",Diesel,2nd Owner,"₹4,36,748"
Kolkata,2019,Maruti,Vitara Brezza ZDI+ DUAL TONE AMT,Automatic,"16,522 km",Diesel,1st Owner,"₹8,29,099"
Kolkata,2018,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"26,293 km",Petrol,1st Owner,"₹7,58,999"
Kolkata,2019,Maruti,S Cross ALPHA SHVS,Manual,"20,033 km",Diesel,1st Owner,"₹8,41,500"
Kolkata,2011,Toyota,Innova 2.5 V 8 STR,Manual,"1,52,634 km",Diesel,1st Owner,"₹5,06,499"
Kolkata,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"11,311 km",Petrol,1st Owner,"₹3,93,299"
Kolkata,2017,Mahindra,KUV 100 NXT K8 D 6 SEATER,,"15,809 km",Diesel,2nd Owner,"₹4,14,999"
Kolkata,2018,Maruti,Ertiga VXI,Manual,"11,837 km",Petrol,1st Owner,"₹6,85,699"
Kolkata,2016,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"94,944 km",Diesel,1st Owner,"₹6,44,499"
Kolkata,2017,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"50,042 km",Diesel,1st Owner,"₹8,64,899"
Kolkata,2014,Maruti,Ertiga VDI,Manual,"96,226 km",Diesel,1st Owner,"₹5,38,899"
Kolkata,2013,Maruti,Ertiga VDI ABS,Manual,"1,05,573 km",Diesel,2nd Owner,"₹4,97,999"
Kolkata,2016,Mahindra,Kuv100 K8 5 STR,Manual,"39,267 km",Petrol,1st Owner,"₹3,57,499"
Kolkata,2017,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"34,880 km",Diesel,1st Owner,"₹8,93,199"
Kolkata,2015,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"33,976 km",Petrol,1st Owner,"₹5,25,999"
Kolkata,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"3,700 km",Petrol,1st Owner,"₹4,30,999"
Kolkata,2013,Maruti,Ertiga VDI ABS,Manual,"84,813 km",Diesel,2nd Owner,"₹4,43,399"
Kolkata,2018,Maruti,S Cross ALPHA SHVS,Manual,"69,736 km",Diesel,1st Owner,"₹6,66,690"
Kolkata,2016,Mahindra,TUV300 T8,Manual,"52,178 km",Diesel,1st Owner,"₹6,13,399"
Kolkata,2013,Ford,Ecosport 1.5 TREND TDCI,Manual,"65,223 km",Diesel,1st Owner,"₹4,95,799"
Kolkata,2016,Hyundai,Creta 1.6 SX PLUS PETROL,Manual,"45,731 km",Petrol,1st Owner,"₹7,93,899"
Kolkata,2012,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"1,83,297 km",Diesel,1st Owner,"₹5,51,250"
Kolkata,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"8,846 km",Petrol,1st Owner,"₹3,35,199"
Kolkata,2013,Mahindra,XUV500 W8 FWD,Manual,"1,28,644 km",Diesel,1st Owner,"₹5,47,299"
Kolkata,2019,Mahindra,XUV500 W7 FWD,Manual,"10,833 km",Diesel,1st Owner,"₹10,51,500"
Kolkata,2016,Maruti,Swift Dzire LXI OPT,Manual,"32,735 km",Petrol,1st Owner,"₹3,95,099"
Kolkata,2016,Maruti,Ciaz VDI+ SHVS,Manual,"53,661 km",Diesel,1st Owner,"₹4,85,599"
Kolkata,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"65,238 km",Petrol,1st Owner,"₹3,54,899"
Kolkata,2013,Honda,Amaze 1.2 SMT I VTEC,Manual,"37,382 km",Petrol,1st Owner,"₹3,21,799"
Kolkata,2012,Maruti,Swift Dzire LDI BS IV,Manual,"46,280 km",Diesel,1st Owner,"₹3,41,699"
Kolkata,2012,Honda,City V MT PETROL,Manual,"45,734 km",Petrol,2nd Owner,"₹3,46,599"
Kolkata,2012,Honda,City S MT PETROL,Manual,"29,911 km",Petrol,2nd Owner,"₹4,00,299"
Kolkata,2014,Honda,Amaze 1.2 VXMT I VTEC,Manual,"1,18,321 km",Petrol,1st Owner,"₹3,49,999"
Kolkata,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"78,628 km",Petrol,1st Owner,"₹3,41,699"
Kolkata,2017,Maruti,Dzire VXI,Manual,"43,274 km",Petrol,1st Owner,"₹5,82,999"
Kolkata,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"34,646 km",Petrol,2nd Owner,"₹3,97,599"
Kolkata,2019,Maruti,Dzire VXI,Manual,"1,674 km",Petrol,2nd Owner,"₹6,64,199"
Kolkata,2018,Honda,City VX MT PETROL,Manual,"15,201 km",Petrol,1st Owner,"₹8,07,999"
Kolkata,2015,Honda,City SV MT PETROL,Manual,"57,240 km",Petrol,1st Owner,"₹5,06,299"
Kolkata,2018,Honda,City ZX CVT,Automatic,"15,621 km",Petrol,1st Owner,"₹9,75,299"
Kolkata,2013,Honda,Amaze 1.5 EXMT I DTEC,Manual,"84,592 km",Diesel,1st Owner,"₹3,26,599"
Kolkata,2017,Maruti,Ciaz ALPHA 1.4 VVT,Manual,"15,471 km",Petrol,1st Owner,"₹6,09,499"
Kolkata,2019,Maruti,Dzire VXI,Manual,"5,788 km",Petrol,2nd Owner,"₹6,20,699"
Kolkata,2017,Hyundai,Verna 1.6 SX VTVT,Manual,"10,382 km",Petrol,1st Owner,"₹7,77,299"
Kolkata,2016,Maruti,Swift Dzire VXI OPT,Manual,"38,536 km",Petrol,2nd Owner,"₹4,53,299"
Kolkata,2019,Maruti,Dzire VXI,Manual,"1,674 km",Petrol,2nd Owner,"₹6,64,199"
Kolkata,2018,Honda,City VX MT PETROL,Manual,"15,201 km",Petrol,1st Owner,"₹8,07,999"
Kolkata,2015,Honda,City SV MT PETROL,Manual,"57,240 km",Petrol,1st Owner,"₹5,06,299"
Kolkata,2018,Honda,City ZX CVT,Automatic,"15,621 km",Petrol,1st Owner,"₹9,75,299"
Kolkata,2013,Honda,Amaze 1.5 EXMT I DTEC,Manual,"84,592 km",Diesel,1st Owner,"₹3,26,599"
Kolkata,2012,Maruti,Swift Dzire VDI BS IV,Manual,"49,460 km",Diesel,3rd Owner,"₹3,40,499"
Kolkata,2014,Maruti,Swift Dzire ZXI 1.2 BS IV,Manual,"47,713 km",Petrol,1st Owner,"₹3,97,199"
Kolkata,2017,Hyundai,Verna 1.6 SX VTVT (O),Manual,"10,295 km",Petrol,1st Owner,"₹7,93,899"
Kolkata,2014,Hyundai,Xcent S 1.1 CRDI OPT,Manual,"71,495 km",Diesel,1st Owner,"₹3,04,299"
Kolkata,2008,Honda,City ZX GXI,Manual,"21,257 km",Petrol,2nd Owner,"₹1,78,299"
Kolkata,2014,Hyundai,Xcent S 1.2 OPT,Manual,"25,327 km",Petrol,1st Owner,"₹3,85,699"
Kolkata,2014,Honda,Amaze 1.2 SMT I VTEC,Manual,"42,283 km",Petrol,1st Owner,"₹3,18,499"
Kolkata,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"49,860 km",Petrol,1st Owner,"₹4,16,599"
Kolkata,2018,Honda,Amaze 1.2 SMT I VTEC,Manual,"25,060 km",Petrol,1st Owner,"₹5,41,699"
Kolkata,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"48,762 km",Petrol,1st Owner,"₹4,41,999"
Kolkata,2017,Maruti,Ciaz DELTA 1.4 VVT,Manual,"41,264 km",Petrol,1st Owner,"₹5,54,699"
Kolkata,2014,Honda,Amaze 1.2 SMT I VTEC,Manual,"39,492 km",Petrol,1st Owner,"₹2,84,500"
Kolkata,2017,Maruti,Ciaz ALPHA 1.4 VVT,Manual,"15,471 km",Petrol,1st Owner,"₹6,09,499"
Kolkata,2019,Maruti,Dzire VXI,Manual,"5,788 km",Petrol,2nd Owner,"₹6,20,699"
Kolkata,2017,Hyundai,Verna 1.6 SX VTVT,Manual,"10,382 km",Petrol,1st Owner,"₹7,77,299"
Kolkata,2016,Maruti,Swift Dzire VXI OPT,Manual,"38,536 km",Petrol,2nd Owner,"₹4,53,299"
Kolkata,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"60,640 km",Petrol,2nd Owner,"₹3,88,899"
Kolkata,2018,Honda,Amaze 1.2 VXMT I VTEC,Manual,"18,931 km",Petrol,1st Owner,"₹6,14,499"
Kolkata,2014,Honda,City V MT PETROL,Manual,"51,580 km",Petrol,2nd Owner,"₹5,26,899"
Kolkata,2014,Honda,Amaze 1.5 SMT I DTEC,Manual,"1,01,613 km",Diesel,2nd Owner,"₹3,19,699"
Kolkata,2011,Honda,City V MT PETROL,Manual,"99,510 km",Petrol,1st Owner,"₹3,28,899"
Kolkata,2014,Maruti,Ciaz VDI PLUS,Manual,"1,35,293 km",Diesel,1st Owner,"₹4,88,099"
Kolkata,2014,Hyundai,Xcent S 1.2,Manual,"29,574 km",Petrol,2nd Owner,"₹3,79,599"
Kolkata,2014,Jaguar,XF 3.0 S V6,Automatic,"30,983 km",Diesel,1st Owner,"₹17,99,799"
Kolkata,2014,Audi,A6 35 TDI PEMIUM,Automatic,"45,325 km",Diesel,2nd Owner,"₹14,49,899"
Kolkata,2011,Toyota,Corolla Altis 1.8 G,,"63,382 km",Petrol,2nd Owner,"₹2,68,199"
Kolkata,2013,Maruti,Alto 800 LXI,Manual,"30,061 km",Petrol,1st Owner,"₹2,18,199"
Kolkata,2014,Maruti,Alto K10 VXI,Manual,"38,885 km",Petrol,1st Owner,"₹2,03,999"
Kolkata,2015,Maruti,Wagon R 1.0 VXI,Manual,"17,668 km",Petrol,1st Owner,"₹3,41,899"
Kolkata,2019,Maruti,Alto 800 LXI,Manual,"3,731 km",Petrol,1st Owner,"₹3,36,799"
Kolkata,2020,Maruti,Alto VXI,Manual,"1,584 km",Petrol,1st Owner,"₹3,83,199"
Kolkata,2014,Maruti,Alto 800 LXI,Manual,"24,316 km",Petrol,1st Owner,"₹2,36,899"
Kolkata,2018,Maruti,Swift VXI,Manual,"21,075 km",Petrol,1st Owner,"₹5,41,500"
Kolkata,2016,Maruti,Swift LXI OPT,Manual,"45,646 km",Petrol,1st Owner,"₹3,81,599"
Kolkata,2015,Maruti,Wagon R 1.0 VXI,Manual,"52,942 km",Petrol,1st Owner,"₹3,01,499"
Kolkata,2013,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"61,833 km",Petrol,1st Owner,"₹2,70,199"
Kolkata,2014,Hyundai,Eon D LITE PLUS,Manual,"67,601 km",Petrol,1st Owner,"₹1,98,499"
Kolkata,2018,Maruti,IGNIS DELTA 1.2 K12,Manual,"30,763 km",Petrol,1st Owner,"₹4,32,299"
Kolkata,2018,Hyundai,Elite i20 Magna Executive 1.2,Manual,"37,135 km",Petrol,1st Owner,"₹5,18,399"
Kolkata,2014,Hyundai,Eon MAGNA PLUS,Manual,"75,005 km",Petrol,1st Owner,"₹2,19,499"
Kolkata,2017,Hyundai,i20 Active 1.4 SX,Manual,"88,303 km",Diesel,1st Owner,"₹6,11,199"
Kolkata,2012,Maruti,Alto LXI,Manual,"32,892 km",Petrol,1st Owner,"₹1,58,899"
Kolkata,2012,Maruti,Alto 800 LXI,Manual,"38,732 km",Petrol,1st Owner,"₹2,15,099"
Kolkata,2013,Maruti,Wagon R 1.0 VXI,Manual,"27,942 km",Petrol,1st Owner,"₹3,02,099"
Kolkata,2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"21,631 km",Petrol,1st Owner,"₹4,31,199"
Kolkata,2017,Maruti,Alto 800 LXI,Manual,"11,705 km",Petrol,1st Owner,"₹2,63,699"
Kolkata,2013,Maruti,Alto 800 VXI,Manual,"40,732 km",Petrol,1st Owner,"₹2,09,399"
Kolkata,2015,Maruti,Wagon R 1.0 VXI,Manual,"15,751 km",Petrol,1st Owner,"₹3,50,699"
Kolkata,2015,Maruti,Alto 800 LXI,Manual,"24,425 km",Petrol,1st Owner,"₹2,40,599"
Kolkata,2013,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"36,841 km",Petrol,1st Owner,"₹2,88,499"
Kolkata,2014,Maruti,Wagon R 1.0 VXI,Manual,"33,121 km",Petrol,1st Owner,"₹3,24,999"
Kolkata,2015,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"34,200 km",Petrol,1st Owner,"₹3,75,799"
Kolkata,2015,Maruti,Alto 800 VXI,Manual,"25,482 km",Petrol,1st Owner,"₹2,53,699"
Kolkata,2018,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"20,985 km",Petrol,1st Owner,"₹4,52,999"
Kolkata,2018,Renault,Kwid CLIMBER 1.0,Manual,"7,026 km",Petrol,1st Owner,"₹3,95,599"
Kolkata,2013,Hyundai,Eon ERA PLUS,Manual,"33,905 km",Petrol,1st Owner,"₹2,27,599"
Kolkata,2014,Maruti,Wagon R 1.0 VXI,Manual,"26,878 km",Petrol,1st Owner,"₹2,93,199"
Kolkata,2014,Hyundai,Eon ERA PLUS,Manual,"25,437 km",Petrol,2nd Owner,"₹2,58,499"
Kolkata,2012,Maruti,Alto K10 VXI,Manual,"27,457 km",Petrol,2nd Owner,"₹2,30,299"
Kolkata,2018,Maruti,Celerio X Vxi,Manual,"15,253 km",Petrol,1st Owner,"₹3,69,299"
Kolkata,2015,Hyundai,i20 Active 1.2 S,Manual,"7,314 km",Petrol,1st Owner,"₹5,05,399"
Kolkata,2018,Maruti,Wagon R 1.0 VXI AMT,Automatic,"18,338 km",Petrol,1st Owner,"₹3,93,799"
Kolkata,2013,Maruti,Alto 800 LXI,Manual,"9,682 km",Petrol,1st Owner,"₹2,48,599"
Kolkata,2017,Renault,Kwid CLIMBER 1.0,,"27,336 km",Petrol,1st Owner,"₹2,88,499"
Kolkata,2015,Maruti,Swift VXI,Manual,"31,335 km",Petrol,2nd Owner,"₹4,28,799"
Kolkata,2013,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"50,140 km",Petrol,1st Owner,"₹3,18,699"
Kolkata,2017,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"20,561 km",Petrol,1st Owner,"₹4,25,099"
Kolkata,2017,Honda,Jazz 1.2 S MT,Manual,"59,521 km",Petrol,1st Owner,"₹4,01,500"
Kolkata,2014,Maruti,Wagon R Stingray VXI,Manual,"53,306 km",Petrol,1st Owner,"₹3,54,199"
Kolkata,2015,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"45,720 km",Petrol,1st Owner,"₹5,32,399"
Kolkata,2015,Maruti,Swift ZXI,Manual,"42,322 km",Petrol,1st Owner,"₹5,15,799"
Kolkata,2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"34,500 km",Petrol,1st Owner,"₹4,24,299"
Kolkata,2014,Hyundai,Eon D LITE PLUS,Manual,"66,332 km",Petrol,1st Owner,"₹2,01,499"
Kolkata,2010,Maruti,Wagon R 1.0 LXI,Manual,"96,134 km",Petrol,1st Owner,"₹2,18,099"
Kolkata,2015,Maruti,Celerio VXI,Manual,"6,777 km",Petrol,1st Owner,"₹3,58,899"
Kolkata,2010,Hyundai,i10 ERA 1.1 IRDE,Manual,"49,915 km",Petrol,1st Owner,"₹1,93,299"
Kolkata,2014,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"65,809 km",Petrol,1st Owner,"₹3,32,799"
Kolkata,2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"13,586 km",Petrol,1st Owner,"₹4,28,899"
Kolkata,2015,Maruti,Alto 800 LXI,Manual,"42,327 km",Petrol,1st Owner,"₹2,40,899"
Kolkata,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"4,171 km",Petrol,1st Owner,"₹5,81,999"
Kolkata,2016,Hyundai,Eon ERA PLUS,Manual,"33,886 km",Petrol,1st Owner,"₹2,84,699"
Kolkata,2017,Maruti,Baleno ZETA 1.2 K12 AMT,Automatic,"14,600 km",Petrol,1st Owner,"₹5,75,199"
Kolkata,2015,Hyundai,Elite i20 MAGNA 1.2,Manual,"47,673 km",Petrol,2nd Owner,"₹4,55,399"
Kolkata,2018,Maruti,Baleno ZETA 1.2 K12,Manual,"9,403 km",Petrol,1st Owner,"₹6,20,499"
Kolkata,2016,Hyundai,Elite i20 SPORTZ 1.2,Manual,"84,338 km",Petrol,1st Owner,"₹4,96,799"
Kolkata,2016,Hyundai,i20 Active 1.2 S,Manual,"98,828 km",Petrol,1st Owner,"₹5,33,699"
Kolkata,2015,Hyundai,i20 Active 1.2 S,Manual,"7,314 km",Petrol,1st Owner,"₹5,05,399"
Kolkata,2018,Maruti,Wagon R 1.0 VXI AMT,Automatic,"18,338 km",Petrol,1st Owner,"₹3,93,799"
Kolkata,2013,Maruti,Alto 800 LXI,Manual,"9,682 km",Petrol,1st Owner,"₹2,48,599"
Kolkata,2017,Renault,Kwid CLIMBER 1.0,,"27,336 km",Petrol,1st Owner,"₹2,88,499"
Kolkata,2015,Maruti,Swift VXI,Manual,"31,335 km",Petrol,2nd Owner,"₹4,28,799"
Kolkata,2013,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"50,140 km",Petrol,1st Owner,"₹3,18,699"
Kolkata,2017,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"20,561 km",Petrol,1st Owner,"₹4,25,099"
Kolkata,2017,Honda,Jazz 1.2 S MT,Manual,"59,521 km",Petrol,1st Owner,"₹4,01,500"
Kolkata,2014,Maruti,Wagon R Stingray VXI,Manual,"53,306 km",Petrol,1st Owner,"₹3,54,199"
Kolkata,2015,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"45,720 km",Petrol,1st Owner,"₹5,32,399"
Kolkata,2015,Maruti,Swift ZXI,Manual,"42,322 km",Petrol,1st Owner,"₹5,15,799"
Kolkata,2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"34,500 km",Petrol,1st Owner,"₹4,24,299"
Kolkata,2014,Hyundai,Eon D LITE PLUS,Manual,"66,332 km",Petrol,1st Owner,"₹2,01,499"
Kolkata,2010,Maruti,Wagon R 1.0 LXI,Manual,"96,134 km",Petrol,1st Owner,"₹2,18,099"
Kolkata,2015,Maruti,Celerio VXI,Manual,"6,777 km",Petrol,1st Owner,"₹3,58,899"
Kolkata,2010,Hyundai,i10 ERA 1.1 IRDE,Manual,"49,915 km",Petrol,1st Owner,"₹1,93,299"
Kolkata,2014,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"65,809 km",Petrol,1st Owner,"₹3,32,799"
Kolkata,2014,Maruti,Alto 800 VXI,Manual,"34,369 km",Petrol,1st Owner,"₹2,21,199"
Kolkata,2009,Hyundai,Santro Xing GL,Manual,"35,383 km",Petrol,1st Owner,"₹1,49,599"
Kolkata,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"43,678 km",Petrol,1st Owner,"₹5,17,199"
Kolkata,2014,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"65,809 km",Petrol,1st Owner,"₹3,32,799"
Kolkata,2018,Maruti,Baleno ZETA 1.2 K12,Manual,"17,740 km",Petrol,1st Owner,"₹5,77,399"
Kolkata,2017,Renault,Kwid CLIMBER 1.0 AT,,"50,217 km",Petrol,1st Owner,"₹2,89,099"
Kolkata,2014,Hyundai,Elite i20 ASTA 1.2,Manual,"82,000 km",Petrol,1st Owner,"₹4,24,899"
Kolkata,2015,Maruti,Alto 800 LXI,Manual,"4,341 km",Petrol,1st Owner,"₹2,61,599"
Kolkata,2016,Maruti,Alto K10 VXI,Manual,"14,967 km",Petrol,1st Owner,"₹2,96,799"
Kolkata,2013,Hyundai,Eon D LITE PLUS,Manual,"33,824 km",Petrol,1st Owner,"₹2,03,399"
Kolkata,2014,Hyundai,Eon MAGNA PLUS,Manual,"22,179 km",Petrol,1st Owner,"₹2,37,599"
Kolkata,2014,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"44,296 km",Petrol,1st Owner,"₹3,90,299"
Kolkata,2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"12,776 km",Petrol,1st Owner,"₹4,27,199"
Kolkata,2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"26,485 km",Petrol,2nd Owner,"₹4,46,399"
Kolkata,2017,Renault,Kwid RXL1.0 EASY-R AT,Automatic,"22,848 km",Petrol,1st Owner,"₹3,24,099"
Kolkata,2019,Maruti,Alto 800 LXI,Manual,"11,695 km",Petrol,1st Owner,"₹3,25,899"
Kolkata,2014,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"52,715 km",Petrol,1st Owner,"₹3,27,899"
